code_amc,area_km2,densidade_sintetica,densidade_real_1858,densidade_real_1860,densidade_real_1862,densidade_real_1863,densidade_real_1873,densidade_real_1875,densidade_real_1876,densidade_real_1880,densidade_real_1881,densidade_real_1882,densidade_real_1883,densidade_real_1884,densidade_real_1885,densidade_real_1886,densidade_real_1887,densidade_real_1888,densidade_real_1891,densidade_real_1892,densidade_real_1894,densidade_real_1895,densidade_real_1896,densidade_real_1900,densidade_real_1901,densidade_real_1902,densidade_real_1904,densidade_real_1905,densidade_real_1906,densidade_real_1907,densidade_real_1908,densidade_real_1910,densidade_real_1911,densidade_real_1912,densidade_real_1913,densidade_real_1914,densidade_real_1915,densidade_real_1916,densidade_real_1917,densidade_real_1918,densidade_real_1919,densidade_real_1920,densidade_real_1921,densidade_real_1922,densidade_real_1923,densidade_real_1924,densidade_real_1925,densidade_real_1926,densidade_real_1927,densidade_real_1929,densidade_real_1931,densidade_real_1932,densidade_real_1933,densidade_real_1934,densidade_real_1936,densidade_real_1937,densidade_real_1940,densidade_real_1941,densidade_real_1944,densidade_real_1947,densidade_real_1948,densidade_real_1949,densidade_real_1950,densidade_real_1951,densidade_real_1953,densidade_real_1955,densidade_real_1956,densidade_real_1957,densidade_real_1958,densidade_real_1961,densidade_real_1962,densidade_real_1966,densidade_real_1969,densidade_real_1972,densidade_real_1985,densidade_real_1996,densidade_real_2003
5048,578.2538534554926,160.6055255207452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.901084714285652,16.901084714285652,16.901084714285652,16.901084714285652,16.901084714285652,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618,18.82594870610618
5049,127.96968710222822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,132.90239862059556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,54.69223078105032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,436.3052698328039,365.2562360051258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,304.71565109173235,177.04746684111575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145,0.059427324126425145
5054,187.93858050879095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,189.1676417539073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,254.46762011246776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266,33.317512737877266
5057,331.08353165944584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,368.9560369520242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,717.1810361895584,196.406950057095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700790732048368,11.700790732048368,11.700790732048368,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611,34.69820949240611
5060,88.00120899744135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,117.44765531000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,933.8093211902095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,117.64796922818577,44.01757029144157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,106.13072473705768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,117.98203399111433,15.75847472410382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,113.08760946707439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,176.64812373981923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,79.46416933180866,157.7911060802427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,676.8737963389985,56.93086654243004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,28.791630691374912,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374,36.649114175722374
5070,130.36796013736608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,30.930130965192973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484,12.423796836437484
5072,198.54507844396375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,512.3050978195221,93.74363940330159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,788.6514985112938,310.13310335973955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.670265752893286,52.670265752893286,52.670265752893286,52.670265752893286,52.670265752893286,52.670265752893286,52.670265752893286
5075,345.51117520481216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,291.86313066006323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,282.722667053576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,135.1470890250461,188.2429842339091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,82.2490468294878,0,0,0,0,0,0,0,0,0,0,0,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408,72.25054368996408
5080,211.64872073676563,34.844058653020504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,72.11691803619321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,167.02467976963786,257.8425375352724,0,0,0,0,0,0,0,0,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,57.04673714562436,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821,151.9798133765821
5083,308.58015556806765,0,0,0,0,0,0,0,0,0,13.386855735779962,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071,45.64001973324071
5084,278.7353609722031,88.13835752282527,0,0,0,0,0,0,0,0,0,0,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,47.083655056030935,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115,50.954843507142115
5085,141.04939949846823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,253.94844770416879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,81.41143229290441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,383.31068117873764,10.6597547281137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,275.3773895205391,424.76654458869746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,513.4869837857187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,42.15409129725681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,41.396384383984085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,318.9782423280928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.299319853437325,42.299319853437325,42.299319853437325,42.299319853437325,42.299319853437325,42.299319853437325,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864,61.89843393225864
5094,461.48652358747955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,260.11073423239037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,221.95917452616666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,295.55051372208067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.28690023731684,38.28690023731684,38.28690023731684,38.28690023731684,38.28690023731684,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505,58.937312501194505
5098,953.0987036984238,34.4665840578666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364,33.440247100728364
5099,193.267578658664,34.47422397501352,0,0,0,0,0,0,0,0,0,0,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335,63.211798425577335
5100,419.5210013833387,11.89885012385234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.401245035148666,30.401245035148666,30.401245035148666,30.401245035148666,30.401245035148666,30.401245035148666,30.401245035148666
5101,82.10353602552924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804,23.707117362769804
5102,230.9294920446062,43.11341813944321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151,52.38847522377151
